Date,Activity,Ticker,Quantity,Price,Amount
2020-12-23,Sell,AMZN,28,376.25,10535.0
2022-04-16,Dividend,AAPL,6,205.72,1.85
2021-01-28,Dividend,AAPL,44,307.33,32.11
2023-12-22,Buy,GOOG,24,280.62,6734.88
2025-11-21,Sell,AAPL,57,433.39,24703.23
2023-01-21,Dividend,AAPL,37,458.69,49.9
2021-09-15,Buy,GOOG,43,326.72,14048.96
2022-03-04,Buy,AAPL,12,63.67,764.04
2024-05-10,Dividend,AMZN,68,245.34,49.34
2023-01-13,Sell,MSFT,100,348.23,34823.0
2023-06-14,Buy,AMZN,31,221.62,6870.22
2021-05-19,Sell,AAPL,74,382.77,28324.98
2022-04-19,Dividend,AAPL,64,301.34,14.87
2023-06-03,Dividend,TSLA,27,140.88,45.35
2022-05-20,Dividend,AAPL,65,301.34,33.8
2021-11-05,Buy,AMZN,94,213.45,20064.3
2024-12-02,Buy,TSLA,53,290.36,15389.08
2023-06-19,Sell,AMZN,88,77.73,6840.24
2021-08-05,Dividend,AAPL,57,130.02,48.16
2023-05-22,Sell,MSFT,68,374.71,25480.28
2023-12-23,Dividend,AAPL,59,440.78,34.76
2023-05-29,Dividend,AMZN,82,336.78,31.01
2025-01-18,Dividend,MSFT,40,247.7,26.78
2021-09-02,Buy,GOOG,77,365.42,28137.34
2024-04-14,Sell,AMZN,31,132.48,4106.88
2021-08-15,Buy,GOOG,80,75.08,6006.4
2024-12-12,Sell,GOOG,95,236.01,22420.95
2022-08-07,Buy,AAPL,60,231.98,13918.8
2022-07-08,Dividend,AAPL,10,57.89,11.76
2023-08-25,Dividend,AMZN,9,82.69,5.22
2021-02-17,Dividend,GOOG,3,235.45,4.33
2024-03-11,Sell,GOOG,58,129.62,7517.96
2025-06-20,Sell,AAPL,15,458.03,6870.45
2022-09-27,Sell,GOOG,70,232.0,16240.0
2025-09-22,Dividend,AMZN,13,481.72,10.1
2023-07-04,Buy,MSFT,51,416.22,21227.22
2022-09-10,Dividend,AAPL,46,444.2,47.45
2024-08-24,Buy,MSFT,74,378.16,27983.84
2024-07-27,Sell,AMZN,56,287.65,16108.4
2023-02-19,Dividend,GOOG,51,431.3,44.88
2021-01-15,Dividend,AMZN,35,208.93,2.16
2024-09-19,Dividend,AAPL,83,225.38,33.95
2023-08-19,Dividend,GOOG,3,484.19,14.78
2021-12-30,Sell,MSFT,43,54.96,2363.28
2023-04-15,Sell,AMZN,8,127.93,1023.44
2022-02-06,Sell,TSLA,71,248.74,17660.54
2021-06-04,Dividend,AMZN,62,121.93,45.95
2025-08-13,Sell,AMZN,49,242.98,11906.02
2023-07-10,Sell,AAPL,13,165.54,2152.02
2024-04-20,Sell,MSFT,6,374.84,2249.04
2022-12-06,Dividend,GOOG,15,227.02,19.37
2025-05-01,Sell,TSLA,55,138.22,7602.1
2025-10-29,Sell,AAPL,16,345.89,5534.24
2020-12-28,Sell,GOOG,97,381.48,37003.56
2024-03-04,Buy,MSFT,74,74.28,5496.72
2023-11-01,Buy,MSFT,4,418.09,1672.36
2024-03-08,Sell,AMZN,78,439.87,34309.86
2025-07-30,Buy,AMZN,48,348.31,16718.88
2025-03-12,Sell,TSLA,67,268.68,18001.56
2025-12-04,Dividend,GOOG,16,419.9,46.02
2021-11-30,Sell,AAPL,41,268.47,11007.27
2023-10-18,Sell,AAPL,38,281.93,10713.34
2022-12-14,Buy,MSFT,31,388.26,12036.06
2021-07-09,Buy,AMZN,30,443.23,13296.9
2023-06-25,Sell,TSLA,57,157.55,8980.35
2025-08-25,Dividend,TSLA,78,58.47,34.97
2021-09-08,Dividend,TSLA,50,202.89,20.61
2025-10-04,Buy,AMZN,88,432.38,38049.44
2024-07-22,Buy,TSLA,89,371.13,33030.57
2023-06-09,Dividend,AMZN,51,323.57,22.89
2024-08-17,Sell,AAPL,67,404.98,27133.66
2024-11-22,Buy,GOOG,32,363.27,11624.64
2025-02-22,Sell,AMZN,20,365.2,7304.0
2021-06-15,Sell,AAPL,11,172.21,1894.31
2021-06-01,Sell,MSFT,6,366.6,2199.6
2022-10-14,Buy,TSLA,87,266.52,23187.24
2021-09-21,Buy,MSFT,58,242.75,14079.5
2023-11-23,Dividend,TSLA,65,313.1,16.56
2021-05-11,Dividend,GOOG,57,379.33,15.97
2023-02-13,Buy,AMZN,91,464.87,42303.17
2023-10-06,Buy,AAPL,12,54.96,659.52
2024-11-01,Sell,MSFT,80,454.98,36398.4
2025-04-07,Buy,GOOG,100,197.05,19705.0
2022-10-31,Buy,AAPL,8,315.81,2526.48
2021-06-10,Buy,AMZN,14,323.15,4524.1
2022-02-27,Buy,MSFT,85,152.54,12965.9
2024-01-22,Buy,GOOG,38,169.57,6443.66
2024-05-26,Sell,AMZN,74,53.84,3984.16
2024-02-19,Sell,GOOG,46,173.16,7965.36
2022-02-03,Buy,AAPL,31,212.53,6588.43
2023-12-17,Dividend,AMZN,75,499.61,44.12
2022-04-13,Dividend,AMZN,70,159.05,35.16
2022-12-14,Dividend,GOOG,85,190.32,11.82
2025-12-06,Sell,AMZN,38,307.29,11677.02
2023-12-10,Buy,AAPL,57,375.2,21386.4
2023-10-18,Dividend,TSLA,45,436.47,27.6
2024-01-22,Sell,AMZN,94,280.17,26335.98
2024-09-12,Dividend,MSFT,44,306.78,4.43
2023-05-17,Dividend,TSLA,22,311.67,47.41
2023-12-28,Sell,AAPL,11,97.75,1075.25
2022-07-02,Dividend,TSLA,86,313.26,14.32
2022-04-12,Buy,AAPL,79,250.14,19761.06
2025-09-15,Sell,TSLA,17,85.92,1460.64
2023-09-26,Dividend,AMZN,39,330.73,31.86
2022-10-10,Dividend,GOOG,79,192.75,26.58
2025-06-03,Dividend,AAPL,4,55.25,38.67
2023-11-12,Sell,MSFT,97,417.5,40497.5
2024-02-12,Sell,AAPL,48,259.33,12447.84
2023-05-21,Sell,AMZN,3,111.59,334.77
2023-08-16,Dividend,TSLA,77,77.24,42.99
2023-02-24,Sell,MSFT,22,68.06,1497.32
2021-09-15,Dividend,AMZN,45,346.55,1.88
2021-06-28,Buy,GOOG,73,107.8,7869.4
2024-07-14,Buy,GOOG,42,196.02,8232.84
2025-08-06,Sell,AMZN,93,169.25,15740.25
2023-05-27,Dividend,TSLA,54,57.48,34.46
2023-10-17,Dividend,MSFT,9,441.6,43.91
2021-03-08,Buy,AAPL,60,446.95,26817.0
2022-08-08,Dividend,AMZN,26,72.32,26.83
2023-11-18,Buy,GOOG,73,401.99,29345.27
2022-01-23,Buy,MSFT,90,450.65,40558.5
2024-07-19,Sell,AMZN,75,99.7,7477.5
2025-11-24,Sell,MSFT,47,160.35,7536.45
2025-08-28,Buy,GOOG,66,448.35,29591.1
2021-05-06,Dividend,AAPL,38,79.85,35.02
2025-02-11,Buy,MSFT,33,80.66,2661.78
2022-02-22,Buy,AAPL,42,498.53,20938.26
2021-09-01,Dividend,GOOG,17,205.97,12.2
2024-11-21,Buy,AAPL,79,410.33,32416.07
2023-05-17,Buy,AMZN,92,145.99,13431.08
2024-08-03,Dividend,AAPL,53,232.49,28.08
2021-12-04,Sell,TSLA,74,374.3,27698.2
2025-01-26,Sell,MSFT,75,406.11,30458.25
2022-03-06,Dividend,TSLA,26,366.13,16.76
2022-03-17,Sell,MSFT,25,389.91,9747.75
2024-05-09,Sell,GOOG,50,271.21,13560.5
2025-01-13,Buy,TSLA,30,336.74,10102.2
2024-10-23,Dividend,MSFT,17,428.84,28.97
2021-07-28,Dividend,MSFT,19,201.86,30.03
2024-07-20,Buy,TSLA,64,113.37,7255.68
2021-05-03,Sell,TSLA,59,276.96,16340.64
2021-11-28,Dividend,AAPL,98,67.23,9.76
2025-07-05,Dividend,AMZN,43,120.81,36.12
2024-08-09,Dividend,AMZN,29,354.01,10.93
2023-02-03,Dividend,TSLA,50,334.44,33.23
2022-05-07,Dividend,GOOG,2,245.75,48.03
2024-06-21,Sell,MSFT,92,73.82,6791.44
2024-04-22,Sell,GOOG,61,184.73,11268.53
2024-10-27,Sell,AMZN,2,139.31,278.62
2023-11-29,Dividend,AAPL,59,62.97,44.68
2023-08-10,Sell,MSFT,11,185.57,2041.27
2023-05-31,Sell,MSFT,67,333.26,22328.42
2022-03-07,Sell,MSFT,60,477.18,28630.8
2023-07-16,Sell,GOOG,46,195.28,8982.88
2021-05-17,Sell,AMZN,82,276.21,22649.22
2024-05-16,Buy,AMZN,85,221.65,18840.25
2024-06-02,Sell,AMZN,67,199.23,13348.41
2024-02-22,Sell,AMZN,55,237.68,13072.4
2025-11-15,Sell,TSLA,50,52.42,2621.0
2023-05-18,Buy,MSFT,65,98.8,6422.0
2022-07-26,Dividend,TSLA,92,383.41,47.13
2022-08-23,Sell,GOOG,25,60.97,1524.25
2025-07-15,Sell,AAPL,71,463.8,32929.8
2021-01-16,Buy,MSFT,52,479.06,24911.12
2021-11-25,Dividend,AAPL,89,235.09,16.54
2021-10-07,Dividend,MSFT,81,445.46,45.83
2022-10-23,Dividend,AMZN,56,471.18,43.65
2025-10-31,Dividend,AMZN,26,467.57,36.59
2024-11-03,Sell,AAPL,58,349.07,20246.06
2022-04-15,Dividend,GOOG,26,274.4,40.74
2022-08-01,Sell,AAPL,95,458.19,43528.05
2024-12-24,Buy,AAPL,85,432.75,36783.75
2024-12-19,Sell,AMZN,64,84.14,5384.96
2023-02-21,Sell,MSFT,62,96.1,5958.2
2022-02-07,Dividend,AAPL,24,386.5,16.9
2022-03-22,Sell,AAPL,31,156.33,4846.23
2021-01-09,Sell,AAPL,82,217.84,17862.88
2022-02-03,Buy,GOOG,20,453.55,9071.0
2025-05-25,Dividend,GOOG,6,132.3,26.19
2022-12-28,Sell,AMZN,15,153.64,2304.6
2025-01-26,Buy,MSFT,13,454.81,5912.53
2025-06-13,Sell,AAPL,37,101.25,3746.25
2025-06-01,Buy,AMZN,10,224.31,2243.1
2024-10-04,Buy,GOOG,56,356.29,19952.24
2025-05-14,Buy,MSFT,94,222.29,20895.26
2022-07-20,Sell,AMZN,82,119.1,9766.2
2023-06-18,Sell,MSFT,81,357.97,28995.57
2025-06-08,Sell,AMZN,48,426.79,20485.92
2024-09-22,Buy,GOOG,88,173.44,15262.72
2024-10-17,Buy,MSFT,89,492.85,43863.65
2022-10-16,Buy,TSLA,4,92.85,371.4
2024-02-06,Sell,TSLA,22,391.12,8604.64
2022-05-29,Sell,TSLA,20,185.69,3713.8
2023-06-09,Buy,AMZN,24,440.85,10580.4
2025-02-28,Dividend,AAPL,31,417.37,29.56
2024-05-05,Sell,MSFT,70,498.43,34890.1
2023-04-21,Sell,GOOG,28,100.81,2822.68
2024-08-12,Dividend,AMZN,35,310.86,42.79
2024-01-01,Dividend,AAPL,64,431.17,19.2
2023-02-08,Buy,MSFT,96,72.42,6952.32
2023-04-07,Dividend,AMZN,70,228.19,42.44
2023-07-23,Buy,MSFT,47,475.2,22334.4
2024-07-12,Buy,MSFT,16,120.8,1932.8
2024-12-15,Buy,MSFT,29,280.02,8120.58
2024-02-17,Buy,MSFT,95,287.53,27315.35
2022-04-15,Buy,MSFT,31,398.03,12338.93
2023-10-11,Dividend,MSFT,25,246.09,41.3
2022-08-13,Dividend,AAPL,72,145.93,33.63
2023-08-17,Sell,MSFT,37,457.6,16931.2
2024-11-30,Dividend,GOOG,14,428.28,21.3
2021-02-14,Sell,TSLA,58,169.13,9809.54
2022-07-28,Dividend,GOOG,19,63.19,34.27
2022-11-18,Sell,AMZN,81,155.03,12557.43
2021-07-24,Buy,TSLA,1,491.98,491.98
2022-06-06,Sell,AMZN,59,465.93,27489.87
2025-07-19,Buy,GOOG,64,461.96,29565.44
2022-10-08,Sell,TSLA,87,141.55,12314.85
2021-07-10,Sell,AAPL,85,122.39,10403.15
2022-06-18,Buy,AMZN,28,499.09,13974.52
2024-04-03,Dividend,GOOG,98,63.86,38.96
2023-01-29,Dividend,TSLA,76,476.27,23.85
2024-03-15,Buy,GOOG,6,152.94,917.64
2023-03-24,Dividend,AAPL,79,218.55,36.29
2023-01-25,Dividend,AMZN,21,435.04,25.7
2021-12-02,Sell,TSLA,34,325.05,11051.7
2023-10-11,Sell,MSFT,12,432.09,5185.08
2024-12-06,Sell,TSLA,38,397.29,15097.02
2021-05-26,Sell,TSLA,34,71.07,2416.38
2024-10-05,Buy,TSLA,83,146.99,12200.17
2025-07-02,Sell,AMZN,78,115.43,9003.54
2025-09-14,Sell,GOOG,27,109.1,2945.7
2024-08-15,Buy,AMZN,53,95.4,5056.2
2023-04-20,Sell,AMZN,28,147.53,4130.84
2022-04-24,Sell,MSFT,88,441.54,38855.52
2021-04-11,Sell,TSLA,8,67.05,536.4
2022-09-07,Sell,MSFT,56,335.8,18804.8
2022-03-25,Dividend,AMZN,9,81.69,14.99
2022-11-29,Sell,AAPL,26,110.67,2877.42
2024-02-09,Buy,MSFT,4,210.96,843.84
2024-12-16,Sell,GOOG,2,498.46,996.92
2024-01-21,Buy,MSFT,76,302.91,23021.16
2024-06-28,Buy,TSLA,29,214.42,6218.18
2023-11-18,Buy,TSLA,77,294.62,22685.74
2024-07-08,Dividend,MSFT,7,293.42,4.1
2025-11-26,Dividend,TSLA,35,133.72,39.92
2025-06-09,Buy,GOOG,91,163.46,14874.86
2025-11-24,Buy,GOOG,86,416.17,35790.62
2021-06-24,Dividend,MSFT,27,230.93,1.67
2022-08-06,Buy,AMZN,31,149.81,4644.11
2023-09-13,Dividend,GOOG,9,78.17,33.26
2023-08-20,Dividend,AMZN,36,242.23,37.64
2022-12-16,Buy,AAPL,82,392.17,32157.94
2022-10-22,Sell,AAPL,88,476.02,41889.76
2021-04-14,Dividend,MSFT,97,430.23,31.13
2022-09-07,Sell,AMZN,29,68.01,1972.29
2024-04-21,Dividend,MSFT,13,493.76,39.91
2022-06-17,Sell,AAPL,65,294.54,19145.1
2023-05-04,Sell,AAPL,12,288.49,3461.88
2021-11-08,Sell,AAPL,98,496.62,48668.76
2022-05-29,Buy,MSFT,30,120.36,3610.8
2024-11-11,Buy,AAPL,20,228.38,4567.6
2023-07-04,Sell,TSLA,67,344.66,23092.22
2022-04-09,Dividend,MSFT,77,223.4,46.04
2021-01-19,Dividend,GOOG,48,404.71,4.18
2020-12-29,Sell,GOOG,30,440.38,13211.4
2023-07-14,Buy,AMZN,4,364.55,1458.2
2024-08-11,Buy,MSFT,60,269.03,16141.8
2025-07-07,Sell,MSFT,7,457.41,3201.87
2021-01-31,Buy,AAPL,70,91.97,6437.9
2022-04-04,Buy,AMZN,4,229.14,916.56
2023-02-02,Buy,TSLA,44,137.72,6059.68
2021-02-13,Buy,AAPL,77,250.52,19290.04
2023-06-04,Buy,AAPL,99,458.83,45424.17
2022-11-26,Sell,AAPL,31,491.14,15225.34
2025-08-07,Sell,AAPL,70,419.35,29354.5
2022-12-06,Dividend,MSFT,5,467.49,14.62
2022-11-22,Sell,GOOG,97,326.31,31652.07
2024-05-08,Sell,AAPL,28,258.23,7230.44
2024-07-22,Sell,AMZN,44,239.88,10554.72
2021-03-20,Sell,TSLA,46,81.75,3760.5
2024-02-06,Sell,GOOG,80,107.31,8584.8
2021-10-20,Sell,GOOG,20,187.09,3741.8
2023-07-06,Sell,AMZN,59,375.97,22182.23
2024-06-01,Sell,GOOG,6,398.27,2389.62
2022-12-22,Dividend,AMZN,73,391.06,22.8
2023-03-26,Dividend,AMZN,25,50.29,48.73
2024-07-18,Buy,TSLA,72,63.92,4602.24
2024-07-19,Dividend,AMZN,1,81.65,9.41
2022-02-25,Sell,AMZN,33,265.99,8777.67
2022-04-05,Buy,GOOG,59,145.36,8576.24
2021-08-22,Sell,TSLA,71,207.43,14727.53
2022-03-09,Dividend,TSLA,25,187.17,38.24
2023-08-25,Dividend,MSFT,67,253.69,18.08
2022-10-29,Dividend,MSFT,51,411.62,4.88
2022-04-01,Sell,GOOG,24,309.3,7423.2
2025-09-27,Buy,GOOG,85,435.18,36990.3
2022-02-09,Sell,TSLA,5,201.63,1008.15
2025-10-27,Buy,MSFT,9,224.8,2023.2
2023-05-02,Dividend,AAPL,42,262.6,16.15
2025-09-02,Sell,AAPL,84,173.42,14567.28
2022-10-17,Buy,AMZN,21,118.66,2491.86
2025-04-14,Buy,AMZN,74,409.32,30289.68
2023-12-16,Dividend,AAPL,70,169.07,44.96
2023-02-11,Buy,GOOG,47,483.72,22734.84
2021-04-27,Dividend,MSFT,14,171.5,33.09
2025-02-01,Buy,AAPL,89,366.04,32577.56
2021-08-09,Buy,AMZN,63,463.33,29189.79
2024-05-16,Buy,AAPL,14,495.29,6934.06
2021-08-21,Buy,MSFT,32,268.8,8601.6
2025-10-31,Buy,AMZN,69,129.23,8916.87
2024-09-01,Sell,AMZN,90,149.37,13443.3
2024-03-06,Buy,AAPL,19,429.4,8158.6
2020-12-24,Buy,AAPL,69,217.13,14981.97
2023-06-15,Dividend,AAPL,93,488.33,18.86
2023-10-09,Buy,TSLA,94,306.56,28816.64
2021-08-23,Sell,MSFT,69,352.46,24319.74
2021-08-05,Buy,AMZN,64,59.51,3808.64
2022-02-02,Buy,TSLA,54,290.58,15691.32
2024-03-11,Dividend,GOOG,31,333.93,42.42
2024-06-20,Buy,GOOG,93,495.55,46086.15
2024-12-18,Buy,AAPL,47,454.37,21355.39
2021-03-03,Sell,GOOG,12,183.89,2206.68
2023-02-02,Sell,AAPL,78,253.63,19783.14
2022-01-02,Dividend,AAPL,84,338.32,24.74
2023-08-04,Sell,AAPL,20,439.39,8787.8
2022-05-08,Sell,AAPL,4,243.65,974.6
2021-12-21,Buy,MSFT,30,201.38,6041.4
2024-11-09,Buy,MSFT,44,364.27,16027.88
2022-07-29,Dividend,GOOG,98,197.4,40.36
2024-04-16,Dividend,GOOG,86,170.47,34.82
2024-01-30,Buy,GOOG,33,331.67,10945.11
2024-05-21,Buy,MSFT,23,182.77,4203.71
2020-12-31,Dividend,AMZN,13,69.42,13.68
2022-10-17,Buy,AMZN,50,141.38,7069.0
2023-05-11,Sell,TSLA,47,340.06,15982.82
2023-10-28,Sell,TSLA,98,237.56,23280.88
2025-04-01,Buy,AAPL,21,419.72,8814.12
2022-07-04,Sell,GOOG,63,340.6,21457.8
2023-08-31,Buy,GOOG,39,208.19,8119.41
2025-09-27,Buy,MSFT,48,297.82,14295.36
2024-05-02,Buy,AMZN,76,102.05,7755.8
2024-05-28,Dividend,AMZN,4,109.15,42.0
2021-02-15,Buy,AAPL,76,207.08,15738.08
2023-04-01,Sell,GOOG,74,179.58,13288.92
2022-12-26,Dividend,AAPL,16,435.05,37.38
2023-09-05,Buy,TSLA,49,434.92,21311.08
2021-09-25,Sell,AMZN,82,189.69,15554.58
2022-10-13,Sell,TSLA,25,389.44,9736.0
2023-04-24,Buy,TSLA,59,111.89,6601.51
2025-10-22,Buy,GOOG,59,445.11,26261.49
2024-06-19,Dividend,MSFT,65,212.37,14.44
2023-04-05,Sell,MSFT,94,98.65,9273.1
2025-02-28,Buy,TSLA,89,411.57,36629.73
2024-02-24,Buy,GOOG,75,183.21,13740.75
2022-10-27,Sell,AAPL,29,398.06,11543.74
2023-11-23,Sell,AAPL,29,488.64,14170.56
2022-08-03,Buy,GOOG,76,136.9,10404.4
2025-05-20,Sell,MSFT,84,252.18,21183.12
2024-03-25,Dividend,AAPL,96,230.36,20.3
2023-08-25,Buy,TSLA,59,330.94,19525.46
2025-02-28,Sell,GOOG,72,274.68,19776.96
2022-06-27,Dividend,MSFT,16,496.99,5.09
2025-12-09,Dividend,MSFT,56,67.87,25.38
2021-06-11,Buy,MSFT,50,423.57,21178.5
2025-05-23,Buy,MSFT,16,367.37,5877.92
2024-10-26,Buy,MSFT,76,247.84,18835.84
2021-11-21,Sell,TSLA,66,420.93,27781.38
2023-02-13,Buy,AMZN,59,176.59,10418.81
2022-05-20,Buy,GOOG,88,79.5,6996.0
2022-11-26,Dividend,MSFT,36,404.84,35.32
2021-10-16,Sell,MSFT,1,118.49,118.49
2022-05-16,Buy,AAPL,95,433.98,41228.1
2023-08-08,Dividend,TSLA,7,320.27,44.0
2025-05-22,Buy,MSFT,65,406.44,26418.6
2023-04-01,Buy,AAPL,68,243.39,16550.52
2021-09-09,Dividend,GOOG,17,462.54,45.41
2021-08-23,Sell,MSFT,91,77.35,7038.85
2022-10-12,Dividend,TSLA,84,408.21,12.14
2024-10-23,Dividend,TSLA,15,65.85,14.12
2021-01-12,Sell,AMZN,72,165.09,11886.48
2021-02-12,Buy,AAPL,78,285.21,22246.38
2021-03-19,Buy,AAPL,13,286.77,3728.01
2025-08-10,Sell,MSFT,63,324.45,20440.35
2023-08-30,Sell,MSFT,26,91.94,2390.44
2023-05-19,Sell,TSLA,75,495.85,37188.75
2024-02-13,Dividend,AAPL,94,303.4,18.85
2023-02-01,Buy,AMZN,4,407.8,1631.2
2023-11-16,Buy,AMZN,66,481.18,31757.88
2022-06-24,Sell,AMZN,21,388.0,8148.0
2023-08-31,Dividend,GOOG,70,455.64,12.42
2021-03-19,Dividend,AMZN,10,165.77,34.58
2024-01-22,Buy,AAPL,78,293.72,22910.16
2023-07-05,Buy,TSLA,72,269.49,19403.28
2024-04-10,Buy,GOOG,3,437.56,1312.68
2023-06-12,Buy,AMZN,69,99.98,6898.62
2025-04-30,Sell,TSLA,91,206.47,18788.77
2025-11-10,Dividend,AMZN,81,85.09,46.45
2023-02-18,Sell,GOOG,3,463.88,1391.64
2022-10-27,Buy,MSFT,76,312.19,23726.44
2023-06-06,Buy,MSFT,97,354.03,34340.91
2023-10-02,Dividend,AMZN,21,464.9,13.48
2025-06-30,Buy,AAPL,75,338.59,25394.25
2024-10-16,Buy,MSFT,20,136.61,2732.2
2023-10-10,Buy,GOOG,86,219.83,18905.38
2023-06-29,Dividend,MSFT,94,363.35,37.91
2023-05-02,Sell,AAPL,72,379.68,27336.96
2024-12-12,Dividend,GOOG,100,260.99,18.14
2022-09-17,Sell,AAPL,1,232.28,232.28
2023-09-15,Dividend,TSLA,46,275.11,26.98
2023-09-01,Dividend,MSFT,94,271.92,36.18
2024-08-24,Sell,MSFT,32,419.22,13415.04
2024-09-28,Sell,MSFT,25,338.98,8474.5
2025-10-08,Buy,TSLA,94,157.31,14787.14
2024-01-05,Sell,TSLA,51,417.35,21284.85
2022-09-27,Sell,TSLA,64,168.24,10767.36
2024-10-28,Dividend,GOOG,19,171.28,9.09
2025-04-02,Buy,AAPL,46,162.32,7466.72
2024-02-12,Dividend,GOOG,90,50.16,45.62
2024-10-27,Sell,MSFT,47,382.7,17986.9
2022-01-20,Sell,AMZN,86,173.08,14884.88
2021-04-12,Buy,MSFT,33,289.45,9551.85
2025-09-21,Sell,AMZN,53,264.22,14003.66
2022-06-22,Sell,GOOG,91,253.48,23066.68
2025-04-01,Buy,GOOG,70,456.72,31970.4
2023-03-08,Sell,AMZN,3,298.49,895.47
2025-08-12,Sell,TSLA,73,357.4,26090.2
2022-09-28,Buy,GOOG,13,455.54,5922.02
2024-01-22,Sell,AMZN,2,124.72,249.44
2020-12-20,Sell,MSFT,98,394.31,38642.38
2022-02-05,Buy,AAPL,86,265.01,22790.86
2021-07-25,Buy,AMZN,70,462.99,32409.3
2023-06-11,Dividend,AAPL,46,93.09,48.24
2021-08-19,Buy,TSLA,82,436.99,35833.18
2025-04-21,Sell,AMZN,54,166.34,8982.36
2024-11-12,Buy,AAPL,28,293.37,8214.36
2023-12-25,Buy,GOOG,55,480.01,26400.55
2024-05-10,Sell,GOOG,64,413.29,26450.56
2024-08-27,Dividend,AAPL,5,222.26,33.51
2025-10-17,Dividend,MSFT,4,262.96,48.64
2022-02-15,Sell,MSFT,54,191.19,10324.26
2023-06-15,Sell,AMZN,10,188.67,1886.7
2024-05-07,Sell,TSLA,87,379.02,32974.74
2022-02-11,Sell,AMZN,53,488.95,25914.35
2024-04-20,Dividend,GOOG,20,477.76,47.38
2024-09-21,Dividend,MSFT,92,85.78,3.28
2022-01-30,Dividend,GOOG,85,181.89,47.6
2024-08-08,Dividend,AAPL,21,127.6,19.0
2024-10-23,Sell,GOOG,59,171.38,10111.42
2025-03-22,Dividend,MSFT,65,406.05,22.14
2024-09-29,Buy,AMZN,13,438.31,5698.03
2025-07-13,Buy,GOOG,15,403.66,6054.9
2023-02-12,Sell,TSLA,31,403.64,12512.84
2022-05-09,Sell,AMZN,38,141.94,5393.72
2023-08-02,Buy,TSLA,57,116.52,6641.64
2022-07-22,Dividend,AAPL,54,213.77,41.04
2024-03-08,Dividend,AAPL,47,423.55,38.19
2021-11-21,Sell,AMZN,2,338.88,677.76
2023-06-06,Dividend,TSLA,98,367.68,9.06
2021-10-10,Sell,AAPL,91,491.88,44761.08
2021-08-09,Sell,MSFT,34,419.4,14259.6
2021-10-31,Buy,TSLA,21,477.02,10017.42
2022-11-02,Dividend,MSFT,91,337.22,5.76
2024-05-12,Dividend,TSLA,64,79.59,44.0
2024-09-10,Buy,MSFT,5,107.34,536.7
2025-07-17,Buy,GOOG,48,451.79,21685.92
2021-02-27,Buy,AAPL,12,480.74,5768.88
2024-11-04,Sell,TSLA,41,213.08,8736.28
2025-07-26,Dividend,GOOG,4,371.72,38.57
2023-07-17,Sell,MSFT,84,325.19,27315.96
2021-10-08,Buy,GOOG,53,391.11,20728.83
2023-11-04,Sell,GOOG,4,418.98,1675.92
2023-04-07,Dividend,TSLA,21,469.03,1.7
2022-07-02,Buy,GOOG,2,240.6,481.2
2025-05-25,Buy,MSFT,67,112.44,7533.48
2021-01-26,Buy,GOOG,70,455.82,31907.4
2021-11-19,Buy,MSFT,40,166.59,6663.6
2025-01-04,Sell,GOOG,71,300.17,21312.07
2021-03-19,Dividend,MSFT,67,123.89,26.27
2024-01-25,Dividend,AMZN,34,481.34,5.46
2025-07-08,Dividend,MSFT,55,101.99,10.41
2024-12-31,Buy,AAPL,3,429.64,1288.92
2024-05-06,Buy,AAPL,40,57.31,2292.4
2021-09-09,Buy,TSLA,84,376.35,31613.4
2024-10-27,Dividend,GOOG,55,72.16,28.25
2023-11-10,Buy,MSFT,49,78.78,3860.22
2024-09-03,Sell,AMZN,64,142.28,9105.92
2021-03-20,Dividend,AAPL,80,394.53,14.45
2022-12-09,Buy,GOOG,85,239.71,20375.35
2022-05-31,Sell,TSLA,80,341.09,27287.2
2022-01-03,Sell,AAPL,30,278.07,8342.1
2021-05-13,Dividend,AMZN,17,377.83,10.26
2024-04-15,Buy,AAPL,29,87.55,2538.95
2022-01-23,Sell,MSFT,27,315.29,8512.83
2023-01-31,Sell,MSFT,91,240.1,21849.1
2022-07-23,Dividend,AMZN,61,328.87,2.97
2025-02-16,Buy,MSFT,41,280.49,11500.09
2021-09-27,Sell,AMZN,10,256.96,2569.6
2023-11-22,Buy,TSLA,6,209.81,1258.86
2024-06-24,Sell,GOOG,95,339.24,32227.8
2025-11-25,Buy,TSLA,28,407.17,11400.76
2024-08-13,Sell,GOOG,54,488.1,26357.4
2021-11-01,Dividend,AMZN,67,162.82,32.41
2021-05-05,Sell,TSLA,97,361.47,35062.59
2025-03-17,Buy,GOOG,13,379.34,4931.42
2024-09-24,Sell,AMZN,96,212.98,20446.08
2021-06-02,Buy,GOOG,90,177.19,15947.1
2023-04-17,Buy,AAPL,93,370.0,34410.0
2021-10-13,Sell,AAPL,2,291.21,582.42
2021-10-16,Dividend,AMZN,80,67.97,30.48
2021-10-22,Buy,TSLA,1,403.89,403.89
2023-12-25,Sell,MSFT,64,252.4,16153.6
2023-02-15,Sell,GOOG,53,126.43,6700.79
2025-07-04,Sell,AAPL,26,234.71,6102.46
2023-07-04,Buy,MSFT,93,453.61,42185.73
2025-05-08,Dividend,AMZN,68,127.72,35.8
2022-12-21,Sell,AMZN,19,242.48,4607.12
2023-12-15,Buy,MSFT,58,482.99,28013.42
2025-01-20,Sell,TSLA,9,498.56,4487.04
